"관측지점별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월",
"고산","최고기온","℃","16.1","15","21.4","23.2","24.9","27.2","33.8","35.5","30","24.2","20.3","21.9",
"고산","최고기온일자","","2018-01-15","2018-02-28","2018-03-31","2018-04-21","2018-05-15","2018-06-09","2018-07-21","2018-08-02","2018-09-01","2018-10-04","2018-11-15","2018-12-02",
"고산","최저기온","℃","-2.7","-2.5","2.8","4.1","11.2","15.2","19.4","22.6","17.1","10.7","5.9",".4",
"고산","최저기온일자","","2018-01-24","2018-02-04","2018-03-21","2018-04-07","2018-05-11","2018-06-01","2018-07-08","2018-08-24","2018-09-25","2018-10-31","2018-11-22","2018-12-28",
"고산","합계강수량","mm","47.7","75","101.2","175.6","256.7","186.7","20.8","127.2","136.6","121.2","42.1","55",
"고산","평균풍속","m/s","9.2","8.6","6","6.5","","4.1","4.9","6","5.1","6.7","5.4","7.9",
"고산","최대풍속","m/s","24.9","25.2","20.2","24.5","21.3","17.2","14.8","28.1","18.9","27.1","20.1","16.8",
"고산","최대풍속일자","","2018-01-10","2018-02-28","2018-03-01","2018-04-07","2018-05-02","2018-06-28","2018-07-03","2018-08-23","2018-09-07","2018-10-06","2018-11-08","2018-12-28",
"고산","최대순간풍속","m/s","32.8","31.8","26.4","31.4","26.1","21.2","21.5","37.1","23.5","34.7","25.3","26.2",
"고산","최대순간풍속일자","","2018-01-10","2018-02-11","2018-03-01","2018-04-07","2018-05-02","2018-06-28","2018-07-03","2018-08-23","2018-09-30","2018-10-06","2018-11-08","2018-12-28",
"고산","평균상대습도","%","73","66","84","83","87","89","89","86","82","71","72","72",
"고산","최소상대습도","%","38","36","37","22","36","49","53","49","28","41","33","41",
"고산","최소상대습도일자","","2018-01-02","2018-02-22","2018-03-31","2018-04-13","2018-05-24","2018-06-22","2018-07-21","2018-08-14","2018-09-11","2018-10-13","2018-11-20","2018-12-23",
"고산","평균이슬점온도","℃",".2","-.6","8.2","11.8","15.5","19.1","24.3","25","19.9","12","8.7","3.6",
"고산","평균증기압","hPa","6.5","6.1","11.3","14.5","18","22.4","30.4","31.7","23.7","14.4","11.6","8.5",
"고산","합계일조시간","hr","111.6","137.9","193.3","203.7","144.8","208.8","272.9","297.6","166.3","220.6","190.4","89.7",
"고산","합계수평면일사","MJ/㎡","150.58","248.8","426.93","515.4","451.38","525.16","622.74","601.57","394.68","390.77","292.36","158.62",
"고산","평균전운량","할","","","","","","","","5.1","6.5","4.7","4.7","7.7",
"고산","평균현지기압","hPa","1014.4","1014.2","1010.7","1007.4","1003.4","999.8","999.6","998","1003.9","1009.8","1013.9","1016.8",
"고산","평균해면기압","hPa","1023.3","1023.1","1019.4","1015.9","1011.7","1008","1007.7","1006","1012.1","1018.2","1022.5","1025.5",
"고산","최고해면기압","hPa","1033.8","1029.4","1028.9","1022.1","1024.7","1016.2","1015.6","1013.5","1019.1","1026.3","1029","1036.9",
"고산","최고해면기압일자","","2018-01-13","2018-02-01","2018-03-06","2018-04-07","2018-05-10","2018-06-01","2018-07-11","2018-08-28","2018-09-24","2018-10-20","2018-11-23","2018-12-30",
"고산","최저해면기압","hPa","1008.9","994.9","1003.8","1004.3","1002","999.7","994","979.2","995.8","979.2","1012","1012",
"고산","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-05","2018-04-14","2018-05-07","2018-06-11","2018-07-03","2018-08-23","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"고산","평균지면온도","℃","4.8","6.3","13.1","18.5","20.4","25.2","32","31.5","24.5","18.3","13.3","7.6",
"성산","평균기온","℃","4","4.7","10.6","15","17.9","21.3","26.2","27.6","23.1","16.6","13","7.9",
"성산","평균최고기온","℃","7","8.4","14.9","19.5","21.6","24.6","29.4","30.9","26.2","20.5","17.3","11",
"성산","평균최저기온","℃",".9","1.3","6.6","10.7","14.7","18","23.7","25.2","20.4","12.6","8.8","5",
"성산","최고기온","℃","15.7","15.7","20.9","24.6","25.5","28.7","34.6","34.7","29.7","25","21.6","22.1",
"성산","최고기온일자","","2018-01-16","2018-02-28","2018-03-14","2018-04-21","2018-05-18","2018-06-29","2018-07-29","2018-08-10","2018-09-03","2018-10-06","2018-11-08","2018-12-03",
"성산","최저기온","℃","-3.7","-3.8","1.7",".5","6.7","13.1","19.8","22.3","15.5","7.9","3.8","-1",
"성산","최저기온일자","","2018-01-12","2018-02-05","2018-03-02","2018-04-08","2018-05-04","2018-06-01","2018-07-08","2018-08-25","2018-09-25","2018-10-28","2018-11-23","2018-12-28",
"성산","합계강수량","mm","102.4","125.7","179.5","234.1","151.8","377.2","41.8","125","521.8","184.2","45.9","57.3",
"성산","평균풍속","m/s","3","3.2","3.4","3.5","3.4","2.7","2.9","3.8","3.2","3.1","2.5","2.9",
"성산","최대풍속","m/s","9.7","17.1","15.3","10.8","11.5","10.5","11.2","18.2","9.4","18","7.7","10",
"성산","최대풍속일자","","2018-01-10","2018-02-28","2018-03-01","2018-04-15","2018-05-02","2018-06-27","2018-07-03","2018-08-23","2018-09-13","2018-10-06","2018-11-08","2018-12-27",
"성산","최대순간풍속","m/s","16.3","28.3","25.8","16.9","21.7","16.6","18.1","25.7","14.8","23.2","13.7","17.2",
"성산","최대순간풍속일자","","2018-01-10","2018-02-28","2018-03-01","2018-04-07","2018-05-23","2018-06-27","2018-07-03","2018-08-23","2018-09-13","2018-10-06","2018-11-08","2018-12-27",
"성산","평균상대습도","%","68","62","77","74","80","81","83","81","77","67","68","67",
"성산","최소상대습도","%","25","23","23","15","15","35","43","44","38","38","32","38",
"성산","최소상대습도일자","","2018-01-19","2018-02-13","2018-03-23","2018-04-12","2018-05-04","2018-06-01","2018-07-29","2018-08-10","2018-09-25","2018-10-29","2018-11-20","2018-12-25",
"성산","평균이슬점온도","℃","-1.6","-2.4","6.4","9.9","14","17.8","22.9","24","18.6","10.2","7","1.9",
"성산","평균증기압","hPa","5.7","5.4","10.1","13","16.6","20.6","28","29.9","21.9","12.9","10.3","7.7",
"성산","합계일조시간","hr","133.9","140.6","189.8","211.5","137.2","156","245.5","254.7","144.4","219.7","184.5","121.6",
"성산","평균전운량","할","","","","","","","","5.4","6.9","4.8","4.9","7.5",
"성산","평균현지기압","hPa","1021.1","1020.7","1017.4","1013.9","1009.9","1006.2","1006.2","1004.8","1010.2","1015.9","1020.3","1023.3",
"성산","평균해면기압","hPa","1023.3","1022.9","1019.8","1016.3","1012.3","1008.6","1008.5","1007.1","1012.5","1018.4","1022.7","1025.9",
"성산","최고해면기압","hPa","1033.4","1029.4","1029.5","1023.2","1025.2","1016.3","1016.4","1013.9","1020.1","1026.7","1029.8","1036.9",
"성산","최고해면기압일자","","2018-01-13","2018-02-01","2018-03-17","2018-04-13","2018-05-10","2018-06-02","2018-07-11","2018-08-28","2018-09-10","2018-10-12","2018-11-23","2018-12-30",
"성산","최저해면기압","hPa","1008.1","994.9","1002.2","1002.8","1002.3","1000.2","991.9","986.2","995","972.9","1012.4","1012.2",
"성산","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-07","2018-06-11","2018-07-03","2018-08-23","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"성산","평균지면온도","℃","3.3","4.4","11.4","17.2","19.3","23.2","31.1","31.6","23.2","16.2","12.2","6.5",
"서귀포","평균기온","℃","5.9","6.3","11.8","15.8","18.7","22","26.7","27.8","23.5","17.8","14.5","9.8",
"서귀포","평균최고기온","℃","9.2","9.7","15.3","19.6","21.8","25","29.4","30.3","26.6","21.6","18.3","12.8",
"서귀포","평균최저기온","℃","2.8","3","8.3","12.6","16.2","19.5","24.7","25.9","20.9","14.5","11.1","7",
"서귀포","최고기온","℃","16.2","16","19.8","24.5","25.7","29.3","33.3","33.5","31.2","27","21.8","21.8",
"서귀포","최고기온일자","","2018-01-15","2018-02-28","2018-03-14","2018-04-27","2018-05-02","2018-06-24","2018-07-31","2018-08-02","2018-09-04","2018-10-06","2018-11-07","2018-12-03",
"서귀포","최저기온","℃","-3","-2.6","3.2","3.5","11","15.9","19.4","22.9","15.9","9.8","5.6",".4",
"서귀포","최저기온일자","","2018-01-12","2018-02-07","2018-03-09","2018-04-07","2018-05-04","2018-06-01","2018-07-08","2018-08-23","2018-09-25","2018-10-31","2018-11-23","2018-12-29",
"서귀포","합계강수량","mm","63.7","10.5","151.6","312","356.1","304.3","23.2","159.6","473.8","210.2","55.6","45.6",
"서귀포","평균풍속","m/s","1.6","1.8","2.1","1.6","2","1.7","1.8","2.2","2","1.8","1.6","1.5",
"서귀포","최대풍속","m/s","5.3","10.9","8.5","6.4","7.3","6.6","7.2","11.9","6.8","8.5","5.2","5.9",
"서귀포","최대풍속일자","","2018-01-29","2018-02-28","2018-03-20","2018-04-13","2018-05-19","2018-06-10","2018-07-03","2018-08-23","2018-09-29","2018-10-05","2018-11-08","2018-12-02",
"서귀포","최대순간풍속","m/s","13.7","18.8","16.6","13.1","13.1","11.5","15.5","21","14.6","15.9","14.2","11.3",
"서귀포","최대순간풍속일자","","2018-01-10","2018-02-28","2018-03-20","2018-04-06","2018-05-19","2018-06-16","2018-07-03","2018-08-23","2018-09-30","2018-10-05","2018-11-22","2018-12-17",
"서귀포","평균상대습도","%","69","64","79","77","84","88","93","92","85","69","71","72",
"서귀포","최소상대습도","%","21","19","19","2","28","47","61","52","27","29","22","35",
"서귀포","최소상대습도일자","","2018-01-21","2018-02-02","2018-03-10","2018-04-13","2018-05-03","2018-06-22","2018-07-31","2018-08-08","2018-09-30","2018-10-23","2018-11-28","2018-12-23",
"서귀포","평균이슬점온도","℃",".5","-.2","7.9","11","15.6","19.8","25.3","26.1","20.6","11.7","9.1","4.7",
"서귀포","평균증기압","hPa","6.7","6.4","11.3","14.2","18.4","23.4","32.5","34","24.8","14.3","11.9","9.4",
"서귀포","합계일조시간","hr","163.4","148.1","192.7","189.3","146.2","74.4","225.9","228.4","150.5","224.3","165.3","114.4",
"서귀포","평균전운량","할","","","","","","","5.2","5.4","6.6","4.3","4.4","6.7",
"서귀포","평균현지기압","hPa","1016.1","1016.2","1012.2","1009.7","1006.2","1002.1","1002.2","1000.9","1006.1","1011.7","1016","1018.5",
"서귀포","평균해면기압","hPa","1022.2","1022.3","1018.1","1015.5","1011.9","1007.7","1007.8","1006.4","1011.7","1017.5","1021.9","1024.5",
"서귀포","최고해면기압","hPa","1036.6","1028.4","1028.1","1026.9","1024.4","1016","1016.1","1013.8","1019.4","1025.9","1028.8","1035.2",
"서귀포","최고해면기압일자","","2018-01-12","2018-02-04","2018-03-06","2018-04-08","2018-05-10","2018-06-02","2018-07-11","2018-08-28","2018-09-10","2018-10-20","2018-11-23","2018-12-30",
"서귀포","최저해면기압","hPa","1006.7","681.4","1000.6","997.8","506.6","996.9","991.7","985.4","993.3","976.1","1012.4","1011.6",
"서귀포","최저해면기압일자","","2018-01-08","2018-02-25","2018-03-05","2018-04-14","2018-05-19","2018-06-29","2018-07-03","2018-08-23","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"서귀포","평균지면온도","℃","5.9","7","12.8","18.3","20.9","24.8","31.3","32","26","19.8","14.1","9.4",
"진주","평균기온","℃","-.5","1.2","8.2","13.6","18","21.9","26.6","27","20.6","13.2","7.8","2.6",
"진주","평균최고기온","℃","6.1","8.4","15.3","20.3","23.8","27.9","31.8","32.6","25.5","20.6","16","9",
"진주","평균최저기온","℃","-6.3","-5.8","1.5","7.1","12","16.9","22.3","22.6","16.2","7","1.5","-2.8",
"진주","최고기온","℃","14.8","15.3","24","28.4","28.9","33.2","37.9","37.1","31.2","27","21.1","18.2",
"진주","최고기온일자","","2018-01-15","2018-02-26","2018-03-29","2018-04-20","2018-05-24","2018-06-24","2018-07-27","2018-08-14","2018-09-04","2018-10-07","2018-11-04","2018-12-04",
"진주","최저기온","℃","-13.5","-14.3","-3.2","-.9","4.3","11.7","18.1","16.4","8.5","1.7","-3.4","-8.8",
"진주","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-01","2018-07-09","2018-08-18","2018-09-25","2018-10-31","2018-11-23","2018-12-28",
"진주","합계강수량","mm","29.9","30.8","179.2","127.8","94.3","207.7","240.8","212.7","201.6","224.1","27.5","29",
"진주","평균풍속","m/s","1.2","1.3","1.3","1.5","1.4","1.2","1.1","1.3","0.8","0.8","0.6","1.1",
"진주","최대풍속","m/s","6.1","6.6","6.7","6.3","6.6","4.2","4.3","6.6","5.8","5.8","5.7","5.6",
"진주","최대풍속일자","","2018-01-24","2018-02-12","2018-03-01","2018-04-06","2018-05-04","2018-06-15","2018-07-29","2018-08-22","2018-09-30","2018-10-06","2018-11-22","2018-12-07",
"진주","최대순간풍속","m/s","11.2","12.6","11.4","12.4","11.6","8.8","10.2","12.8","11.2","10.3","10.8","11.2",
"진주","최대순간풍속일자","","2018-01-23","2018-02-05","2018-03-01","2018-04-07","2018-05-03","2018-06-01","2018-07-01","2018-08-22","2018-09-04","2018-10-06","2018-11-22","2018-12-07",
"진주","평균상대습도","%","52","44","66","63","69","71","73","73","75","71","70","54",
"진주","최소상대습도","%","10","7","13","14","14","21","32","31","23","19","9","10",
"진주","최소상대습도일자","","2018-01-26","2018-02-17","2018-03-01","2018-04-11","2018-05-04","2018-06-01","2018-07-29","2018-08-19","2018-09-30","2018-10-18","2018-11-28","2018-12-31",
"진주","평균이슬점온도","℃","-10.7","-11.3","1","5.2","11.2","15.5","20.8","21","15.4","7.1","1.6","-7.4",
"진주","평균증기압","hPa","3.2","3","7","9.5","14.1","17.9","24.8","25.2","17.9","10.5","7.3","4.3",
"진주","합계일조시간","hr","203.9","207.3","210.5","226.5","198.4","200.9","242.3","215.2","135.6","223.8","181.3","181.4",
"진주","합계수평면일사","MJ/㎡","193.01","227.1","284.68","513.19","555.12","558.28","616.53","530.28","376.48","414.24","293.14","281.93",
"진주","평균전운량","할","","","","","","","","5.9","6.7","3.9","4","4.6",
"진주","평균현지기압","hPa","1019.1","1019","1016.5","1012.5","1008.6","1004.9","1005.4","1004.5","1009.8","1014.7","1019.7","1022.4",
"진주","평균해면기압","hPa","1023","1022.8","1020.2","1016.1","1012.1","1008.4","1008.8","1007.9","1013.3","1018.3","1023.4","1026.2",
"진주","최고해면기압","hPa","1034.5","1029.9","1032.1","1025.4","1025.3","1016.4","1018.3","1013.7","1022.4","1027.5","1030.6","1037.9",
"진주","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-31",
"진주","최저해면기압","hPa","1006.9","993.6","997.2","1002.1","1001.9","999.4","991.4","988","993.8","982.8","1009.6","1012",
"진주","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-11","2018-07-03","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"진주","평균지면온도","℃",".4","2.1","9.5","","20.4","26.3","32.3","32.5","22.6","15.6","8.7","2.6",
"강화","평균기온","℃","-5","-2.6","6.1","11","16.2","20.5","25.5","26.7","20","12.1","6.7","-1.5",
"강화","평균최고기온","℃","-.4","2.6","11.4","16.4","21.4","25.4","29.7","31.1","24.9","17.9","12.5","3.6",
"강화","평균최저기온","℃","-9.6","-8.7","1.2","5.9","11.5","16.4","21.8","22.9","15.2","6.5","1.5","-6.5",
"강화","최고기온","℃","7.7","8.7","19.3","22.6","27.9","29","34.6","35.4","29.6","24.5","18.8","13.2",
"강화","최고기온일자","","2018-01-17","2018-02-14","2018-03-30","2018-04-20","2018-05-15","2018-06-30","2018-07-22","2018-08-15","2018-09-01","2018-10-04","2018-11-04","2018-12-03",
"강화","최저기온","℃","-19","-16.1","-8.1","-1.2","5.6","12.4","16.8","17.2","8.2","-.1","-5.5","-14.3",
"강화","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-09","2018-05-03","2018-06-03","2018-07-08","2018-08-26","2018-09-25","2018-10-30","2018-11-23","2018-12-28",
"강화","합계강수량","mm","4.8","30.7","31.6","113.6","150.7","100.1","150.7","293.7","57.3","73.5","58.1","7.5",
"강화","평균풍속","m/s","1.6","2.2","2.6","2.9","2.2","1.9","1.9","2.2","1.9","1.7","1.3","1.6",
"강화","최대풍속","m/s","7.3","7.9","8.1","12.6","7.9","9.9","6.1","8.3","7.3","6.5","8.5","6",
"강화","최대풍속일자","","2018-01-08","2018-02-22","2018-03-01","2018-04-10","2018-05-17","2018-06-26","2018-07-06","2018-08-20","2018-09-07","2018-10-26","2018-11-08","2018-12-23",
"강화","최대순간풍속","m/s","15.5","12.8","15.6","24.1","16.5","16.8","11.5","18.1","13.1","12.7","12.1","10.9",
"강화","최대순간풍속일자","","2018-01-08","2018-02-22","2018-03-01","2018-04-10","2018-05-17","2018-06-26","2018-07-28","2018-08-20","2018-09-07","2018-10-06","2018-11-08","2018-12-07",
"강화","평균상대습도","%","55","50","68","62","70","76","78","75","70","67","67","54",
"강화","최소상대습도","%","20","13","12","8","20","29","41","33","29","21","13","14",
"강화","최소상대습도일자","","2018-01-28","2018-02-21","2018-03-03","2018-04-21","2018-05-20","2018-06-03","2018-07-22","2018-08-17","2018-09-30","2018-10-08","2018-11-28","2018-12-31",
"강화","평균이슬점온도","℃","-13.2","-12.7","-.1","3","10.2","15.7","20.9","21.6","13.9","5.6",".3","-10.3",
"강화","평균증기압","hPa","2.6","2.7","6.6","8.1","12.9","18.1","25.1","26.1","16.3","9.4","6.8","3.3",
"강화","합계일조시간","hr","187.5","200.4","184.4","198.4","195","193.8","216.5","227.3","211.9","236.6","176.7","203.7",
"강화","평균전운량","할","","","","","","","","5.3","4.7","3.6","4.3","3.9",
"강화","평균현지기압","hPa","1018.9","1018.2","1015","1010.3","1006.1","1002.6","1003.6","1002","1008.1","1013.6","1018.2","1022.2",
"강화","평균해면기압","hPa","1025","1024.2","1020.9","1016.1","1011.8","1008.2","1009","1007.4","1013.7","1019.4","1024.1","1028.3",
"강화","최고해면기압","hPa","1034.1","1031.4","1031.9","1025.7","1024.9","1016.9","1016.5","1014.6","1023.4","1028.1","1030.8","1040.3",
"강화","최고해면기압일자","","2018-01-12","2018-02-02","2018-03-06","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-20","2018-11-23","2018-12-31",
"강화","최저해면기압","hPa","1007.8","1003.8","1002.6","1003.5","1001.4","997.7","995.8","991.6","996.1","1003.1","1004.8","1013.9",
"강화","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-10","2018-05-02","2018-06-26","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-03",
"강화","평균지면온도","℃","-1.9","-1.1","7.8","13.3","19","25.1","29.3","31.8","22.9","13.4","6","-1.2",
"양평","평균기온","℃","-4.7","-2.5","7.8","12.9","17.7","23","27.2","27.8","20.1","11.3","6.2","-1.7",
"양평","평균최고기온","℃",".5","3.7","14.2","19.8","23.9","29.2","32.4","33.3","26","18.2","13.1","4",
"양평","평균최저기온","℃","-9.2","-8.4","1.9","6.2","12","17.5","22.8","23.4","15.2","6.1","1.2","-6.8",
"양평","최고기온","℃","9","10","23.4","28.8","30.1","34.2","37.4","40.1","30.8","25.7","20.2","12.6",
"양평","최고기온일자","","2018-01-15","2018-02-26","2018-03-14","2018-04-21","2018-05-26","2018-06-24","2018-07-22","2018-08-01","2018-09-01","2018-10-04","2018-11-04","2018-12-22",
"양평","최저기온","℃","-19.9","-17.1","-7.3","-1.4","5.5","13.4","16","17.7","8.7","-1.1","-5.2","-14.9",
"양평","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-03","2018-07-08","2018-08-18","2018-09-25","2018-10-30","2018-11-23","2018-12-31",
"양평","합계강수량","mm","4.3","34.3","69.7","124.8","207","121.1","255","263.5","83.7","105.6","66.2","20.2",
"양평","평균풍속","m/s","1.7","1.7","1.7","2","1.7","1.6","1.3","1.5","1.4","1.3","1","1.5",
"양평","최대풍속","m/s","6.9","6.5","7.4","8.1","7.3","6.7","5.5","6.1","5.9","6.5","6.5","6.9",
"양평","최대풍속일자","","2018-01-08","2018-02-10","2018-03-01","2018-04-10","2018-05-04","2018-06-26","2018-07-29","2018-08-16","2018-09-05","2018-10-06","2018-11-08","2018-12-23",
"양평","최대순간풍속","m/s","14.1","14","13.9","14.1","13.9","11.9","9.6","11.3","12","13.1","13.2","12.8",
"양평","최대순간풍속일자","","2018-01-24","2018-02-28","2018-03-01","2018-04-10","2018-05-04","2018-06-26","2018-07-06","2018-08-15","2018-09-05","2018-10-06","2018-11-24","2018-12-23",
"양평","평균상대습도","%","54","47","59","57","67","62","71","68","72","74","71","55",
"양평","최소상대습도","%","14","9","8","9","19","15","28","25","24","24","15","13",
"양평","최소상대습도일자","","2018-01-21","2018-02-21","2018-03-03","2018-04-21","2018-05-20","2018-06-22","2018-07-22","2018-08-17","2018-09-24","2018-10-08","2018-11-28","2018-12-27",
"양평","평균이슬점온도","℃","-13.5","-13.7","-.9","2.6","10.4","14.3","20.7","20.7","14","6",".4","-10.7",
"양평","평균증기압","hPa","2.6","2.5","6.2","7.9","13.2","16.7","24.8","24.7","16.5","9.7","6.7","3.3",
"양평","합계일조시간","hr","189.8","191.5","195.6","198.8","198.9","218.7","226.7","193.8","182.5","184.5","151","188",
"양평","평균전운량","할","","","","","","","","5.8","5.3","4.5","4.5","4",
"양평","평균현지기압","hPa","1018.5","1017.7","1014.7","1010.1","1006","1002.4","1003.5","1002.1","1008.1","1013.6","1018.2","1021.8",
"양평","평균해면기압","hPa","1024.7","1023.9","1020.6","1015.8","1011.5","1007.8","1008.8","1007.4","1013.7","1019.3","1024","1027.9",
"양평","최고해면기압","hPa","1034.7","1032","1032.3","1026","1025.2","1017.1","1016.8","1015","1023.9","1028.6","1031","1040.4",
"양평","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-13","2018-11-23","2018-12-31",
"양평","최저해면기압","hPa","1007.5","1000.7","1002.2","1004.1","1000","997.2","995.1","989.4","994.8","997.8","1005.2","1014.1",
"양평","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-10","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"양평","평균지면온도","℃","-3.3","-2","7","13.6","21.1","29.9","32.2","33.3","23","13.9","6.6","-1.3",
"이천","평균기온","℃","-4.5","-2.5","7.2","12.2","17.2","22.4","26.8","27.1","19.6","11","5.9","-1.9",
"이천","평균최고기온","℃","1","4.1","14.2","19.6","23.8","29","32.6","32.8","26.3","18.7","13.1","4.3",
"이천","평균최저기온","℃","-9.3","-9.1",".8","5.4","11.1","16.6","22","22.4","14.3","4.8","0","-7.5",
"이천","최고기온","℃","9.5","10.8","23.1","29.1","29.9","33.7","37.5","39.4","30.9","27.2","20.3","13.4",
"이천","최고기온일자","","2018-01-15","2018-02-26","2018-03-14","2018-04-20","2018-05-26","2018-06-25","2018-07-24","2018-08-01","2018-09-01","2018-10-04","2018-11-04","2018-12-22",
"이천","최저기온","℃","-19.2","-17.6","-8","-.6","5.5","12","14.3","16.4","7.1","-1.3","-5","-15.9",
"이천","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-21","2018-06-16","2018-07-08","2018-08-18","2018-09-25","2018-10-30","2018-11-30","2018-12-31",
"이천","합계강수량","mm","8.2","33.4","71.4","145.8","189.2","104.7","228.6","327.3","96","116.4","74.7","29.8",
"이천","평균풍속","m/s","1.6","1.7","1.9","2","1.6","1.5","1.2","1.4","1.1","1.1","0.9","1.2",
"이천","최대풍속","m/s","6.4","5.8","6.5","7.8","7","5.4","4.6","5.1","5.1","5.9","7.1","5.7",
"이천","최대풍속일자","","2018-01-24","2018-02-14","2018-03-20","2018-04-10","2018-05-04","2018-06-26","2018-07-03","2018-08-28","2018-09-05","2018-10-27","2018-11-08","2018-12-07",
"이천","최대순간풍속","m/s","11.7","11.6","12.8","15.6","14.6","11.9","8.6","9.8","11","13.7","11.5","11.1",
"이천","최대순간풍속일자","","2018-01-24","2018-02-10","2018-03-20","2018-04-10","2018-05-04","2018-06-26","2018-07-06","2018-08-15","2018-09-05","2018-10-27","2018-11-08","2018-12-07",
"이천","평균상대습도","%","54","46","61","57","67","63","74","74","75","76","71","55",
"이천","최소상대습도","%","15","10","16","10","14","19","33","30","26","21","14","11",
"이천","최소상대습도일자","","2018-01-29","2018-02-21","2018-03-03","2018-04-21","2018-05-05","2018-06-22","2018-07-21","2018-08-18","2018-09-24","2018-10-17","2018-11-28","2018-12-26",
"이천","평균이슬점온도","℃","-13.3","-14","-.7","2.4","10","14.2","21.1","21.2","14.4","6",".2","-10.8",
"이천","평균증기압","hPa","2.6","2.4","6.3","7.8","12.9","16.5","25.3","25.6","16.8","9.7","6.6","3.3",
"이천","합계일조시간","hr","195.9","198","205.9","215.8","214.2","244.8","256.9","224.9","190.9","197.6","162.5","195.5",
"이천","평균전운량","할","","","","","","","","5.9","5.2","4.6","4.2","4",
"이천","평균현지기압","hPa","1014.7","1013.9","1011.1","1006.6","1002.5","999","1000.1","998.7","1004.6","1009.9","1014.5","1018",
"이천","평균해면기압","hPa","1024.7","1023.9","1020.9","1016.2","1011.9","1008.2","1009.1","1007.7","1014","1019.6","1024.4","1028.3",
"이천","최고해면기압","hPa","1034.7","1031.9","1032.6","1026.3","1025.5","1017.5","1017","1015.3","1024.1","1029","1031.3","1040.8",
"이천","최고해면기압일자","","2018-01-13","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-20","2018-11-02","2018-12-31",
"이천","최저해면기압","hPa","1008","1000.8","1002","1004.9","1000.8","997.8","995.3","989.3","995.1","999.2","1006","1014.4",
"이천","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-10","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"이천","평균지면온도","℃","-1.1","-1","7.4","13.7","20","26.1","31.9","31.2","22.9","14.6","7.8",".1",
"인제","평균기온","℃","-6","-4","6.2","10.9","15.6","20.9","24","24.9","17.6","9.5","5.1","-3.4",
"인제","평균최고기온","℃","0","2.6","12.3","17.5","22.2","27.5","29.4","31.3","23.6","16.3","11.7","3.1",
"인제","평균최저기온","℃","-11.3","-10.2","0","4.2","9.5","15.2","19.9","20.6","13.1","4.6",".3","-8.9",
"인제","최고기온","℃","7.9","9.9","22","28.5","29.8","32.4","35.9","37.7","28.4","21.8","18.6","12.2",
"인제","최고기온일자","","2018-01-17","2018-02-26","2018-03-29","2018-04-21","2018-05-26","2018-06-25","2018-07-31","2018-08-01","2018-09-02","2018-10-04","2018-11-05","2018-12-04",
"인제","최저기온","℃","-21.3","-20.3","-8.6","-1.4","2.8","10.1","12.7","14.7","7.7","-2.4","-6.5","-16.8",
"인제","최저기온일자","","2018-01-25","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-16","2018-07-08","2018-08-18","2018-09-25","2018-10-30","2018-11-23","2018-12-28",
"인제","합계강수량","mm","6.2","14.7","31","127.2","180","71.3","278.5","266.5","66.6","107.7","45.6","19",
"인제","평균풍속","m/s","1.7","1.9","2.4","2.3","2.1","1.7","1.8","1.9","1.7","1.4","1.4","1.3",
"인제","최대풍속","m/s","6","6.2","6.8","8.2","7.2","5.7","7","7.7","6.5","6.8","8","6.3",
